Sale_ID,Date,Country,City,Store_ID,Sales_Channel,Brand,Model,Supplier,Storage_GB,Color,Price_USD,COGS_USD,Units_Sold,Discount_pct,Revenue_USD,Cost_Total_USD,Profit_USD,Profit_Margin,Inventory_Level,Promotion,Payment_Method,Warranty_Type,Customer_Rating,Returned,Salesperson_ID
200095,04-07-25,Ukraine,Lviv,STORE_10,Online,OnePlus,OnePlus 11,OnePlus Distribution,512,Red,830.4,488.13,2,0,1660.8,976.26,684.54,0.412,28,Back to School,Google Pay,Standard 12M,4.7,0,EMP_131
200096,18-02-25,Germany,Berlin,STORE_1,Store,Apple,iPhone 15 Pro,Apple Distribution Ltd,256,White,717.09,406.12,3,0.15,1828.58,1218.36,610.22,0.334,8,Back to School,Google Pay,Standard 12M,4.1,0,EMP_133
200097,12-10-25,USA,Chicago,STORE_6,Online,Xiaomi,Mi 11,Xiaomi Global Supply,128,Blue,1059.37,654.45,2,0.1,1906.87,1308.9,597.97,0.314,15,Back to School,Credit Card,Extended 24M,3.6,0,EMP_115
200098,29-03-25,Germany,Berlin,STORE_1,Online,Apple,iPhone 15,Apple Distribution Ltd,64,White,755.85,443.33,2,0.05,1436.12,886.66,549.46,0.383,35,Black Friday,Credit Card,Standard 12M,5,0,EMP_106
200099,29-08-25,Poland,Warsaw,STORE_6,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,64,Silver,585.91,322.93,2,0.05,1113.23,645.86,467.37,0.42,80,Black Friday,Apple Pay,Standard 12M,4.4,0,EMP_147
200100,09-02-25,UK,Manchester,STORE_10,Online,Google,Pixel 8,Google Devices Supply,128,Silver,1122.87,817.94,4,0,4491.48,3271.76,1219.72,0.272,9,Holiday Sale,Apple Pay,Standard 12M,3.8,0,EMP_149
200101,31-12-25,Poland,Krakow,STORE_8,Store,Apple,iPhone 13,Apple Distribution Ltd,256,Silver,729.78,493.07,2,0.05,1386.58,986.14,400.44,0.289,33,Back to School,Cash,Extended 24M,4.6,0,EMP_153
200102,04-09-25,UK,London,STORE_2,Store,Google,Pixel 7,Google Devices Supply,256,Red,1055.61,651.21,2,0.05,2005.66,1302.42,703.24,0.351,67,None,Cash,Extended 24M,3.8,1,EMP_136
200103,30-01-25,UK,Manchester,STORE_5,Store,Apple,iPhone 15,Apple Distribution Ltd,512,Blue,1198.28,880.75,1,0.1,1078.45,880.75,197.7,0.183,42,None,Apple Pay,Extended 24M,4.2,0,EMP_165
200104,02-04-25,USA,Los Angeles,STORE_9,Store,Samsung,Galaxy A54,Samsung Electronics Distribution,256,Silver,624.09,348.31,4,0,2496.36,1393.24,1103.12,0.442,40,Holiday Sale,Cash,Standard 12M,4.4,0,EMP_111
200105,20-12-25,Germany,Berlin,STORE_9,Online,OnePlus,OnePlus 11,OnePlus Distribution,128,Silver,851.19,588.64,2,0.15,1447.02,1177.28,269.74,0.186,44,None,Google Pay,Extended 24M,3.9,0,EMP_142
200106,19-01-25,Poland,Warsaw,STORE_3,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,64,Green,1119.19,722.24,3,0,3357.57,2166.72,1190.85,0.355,28,None,PayPal,Extended 24M,4.4,0,EMP_166
200107,16-08-25,Germany,Berlin,STORE_9,Store,Apple,iPhone 13,Apple Distribution Ltd,256,White,1081.28,719.33,1,0.05,1027.22,719.33,307.89,0.3,18,Holiday Sale,Credit Card,Standard 12M,4.9,1,EMP_111
200108,25-09-25,UK,London,STORE_4,Online,Samsung,Galaxy S22,Samsung Electronics Distribution,256,Blue,799.82,592.72,1,0,799.82,592.72,207.1,0.259,29,None,PayPal,Standard 12M,4,1,EMP_122
200109,26-04-25,USA,Chicago,STORE_3,Online,Apple,iPhone 15,Apple Distribution Ltd,512,Red,750.68,454.86,1,0,750.68,454.86,295.82,0.394,56,Back to School,Cash,Standard 12M,4.8,0,EMP_149
200110,15-06-25,Poland,Warsaw,STORE_9,Store,Google,Pixel 7,Google Devices Supply,256,Blue,660.64,474.15,4,0.15,2246.18,1896.6,349.58,0.156,46,Black Friday,Cash,Extended 24M,4.7,0,EMP_101
200111,20-08-25,Ukraine,Kyiv,STORE_1,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,64,Blue,689.74,448.99,1,0,689.74,448.99,240.75,0.349,22,None,Google Pay,Extended 24M,4.2,1,EMP_134
200112,02-03-25,Ukraine,Kyiv,STORE_1,Online,OnePlus,OnePlus 10,OnePlus Distribution,256,Black,768.27,489.19,1,0.05,729.86,489.19,240.67,0.33,19,None,Apple Pay,Standard 12M,4,0,EMP_156
200113,13-04-25,Germany,Munich,STORE_9,Online,Apple,iPhone 14,Apple Distribution Ltd,256,Blue,519.06,294.6,3,0.1,1401.46,883.8,517.66,0.369,77,Back to School,Google Pay,Extended 24M,3.9,1,EMP_161
200114,14-06-25,USA,New York,STORE_9,Online,Google,Pixel 8,Google Devices Supply,256,Silver,469.92,309.76,4,0,1879.68,1239.04,640.64,0.341,50,Back to School,PayPal,Extended 24M,3.8,0,EMP_127
200115,25-02-25,USA,New York,STORE_9,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,64,Red,1084.15,691.68,1,0.15,921.53,691.68,229.85,0.249,54,Holiday Sale,Apple Pay,Extended 24M,4.8,0,EMP_145
200116,03-01-25,Ukraine,Lviv,STORE_7,Store,Samsung,Galaxy S22,Samsung Electronics Distribution,64,White,1070.64,786.29,4,0.05,4068.43,3145.16,923.27,0.227,21,Back to School,Apple Pay,Standard 12M,4.2,0,EMP_153
200117,27-11-25,Ukraine,Kyiv,STORE_6,Store,Xiaomi,Xiaomi 13,Xiaomi Global Supply,512,Green,923.38,561.06,3,0.05,2631.63,1683.18,948.45,0.36,50,Back to School,Apple Pay,Extended 24M,4.1,1,EMP_138
200118,06-08-25,UK,Manchester,STORE_1,Store,Samsung,Galaxy S23,Samsung Electronics Distribution,512,Red,508.74,363.41,3,0.05,1449.91,1090.23,359.68,0.248,36,None,PayPal,Extended 24M,4.9,0,EMP_138
200119,20-02-25,Ukraine,Lviv,STORE_7,Online,OnePlus,OnePlus 11,OnePlus Distribution,512,Green,717.82,400.65,3,0.1,1938.11,1201.95,736.16,0.38,6,Back to School,Google Pay,Standard 12M,4.5,0,EMP_124
200120,08-06-25,Poland,Krakow,STORE_9,Store,Google,Pixel 8,Google Devices Supply,256,White,777.12,554.22,2,0.05,1476.53,1108.44,368.09,0.249,45,None,PayPal,Extended 24M,4.1,0,EMP_165
200121,20-12-25,Ukraine,Lviv,STORE_7,Store,Google,Pixel 7,Google Devices Supply,128,Red,1103.83,698.12,1,0.15,938.26,698.12,240.14,0.256,18,None,PayPal,Standard 12M,4.1,0,EMP_138
200122,29-07-25,Ukraine,Kyiv,STORE_10,Store,Google,Pixel 7,Google Devices Supply,64,Silver,457.67,322.11,3,0.15,1167.06,966.33,200.73,0.172,70,Holiday Sale,Cash,Standard 12M,5,0,EMP_103
200123,30-06-25,UK,Manchester,STORE_5,Store,Apple,iPhone 13,Apple Distribution Ltd,512,Red,687.56,488.21,1,0.15,584.43,488.21,96.22,0.165,46,None,PayPal,Standard 12M,3.8,0,EMP_108
200124,25-04-25,Poland,Krakow,STORE_1,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,64,Black,498.04,313.37,1,0.1,448.24,313.37,134.87,0.301,11,Holiday Sale,PayPal,Standard 12M,4.5,0,EMP_158
200125,12-01-25,Ukraine,Lviv,STORE_4,Store,Xiaomi,Mi 11,Xiaomi Global Supply,512,Black,518.64,325.68,2,0.1,933.55,651.36,282.19,0.302,44,Holiday Sale,Cash,Extended 24M,4.2,1,EMP_148
200126,28-06-25,Germany,Munich,STORE_9,Store,Samsung,Galaxy S21,Samsung Electronics Distribution,256,Black,601.51,435.67,3,0.1,1624.08,1307.01,317.07,0.195,13,Back to School,Cash,Extended 24M,4.9,1,EMP_136
200127,11-10-25,Poland,Warsaw,STORE_8,Online,Xiaomi,Redmi Note 12,Xiaomi Global Supply,256,White,322.76,229.47,2,0,645.52,458.94,186.58,0.289,16,Holiday Sale,Cash,Extended 24M,3.9,0,EMP_145
200128,27-10-25,Poland,Warsaw,STORE_6,Store,Samsung,Galaxy A54,Samsung Electronics Distribution,256,Green,754.35,449.18,4,0,3017.4,1796.72,1220.68,0.405,38,Back to School,Google Pay,Standard 12M,4.4,1,EMP_116
200129,28-04-25,Ukraine,Lviv,STORE_6,Store,Apple,iPhone 13,Apple Distribution Ltd,512,Black,891.77,591.72,3,0,2675.31,1775.16,900.15,0.336,54,None,Credit Card,Extended 24M,4.6,0,EMP_164
200130,17-11-25,USA,Los Angeles,STORE_3,Online,Xiaomi,Redmi Note 12,Xiaomi Global Supply,256,Black,503.78,289.79,4,0.05,1914.36,1159.16,755.2,0.394,50,Holiday Sale,Credit Card,Extended 24M,4.2,1,EMP_144
200131,30-12-25,Poland,Warsaw,STORE_1,Online,Google,Pixel 7,Google Devices Supply,512,Blue,1115.44,635.29,3,0,3346.32,1905.87,1440.45,0.43,39,None,Google Pay,Standard 12M,4.9,0,EMP_155
200132,10-08-25,UK,Manchester,STORE_10,Online,Samsung,Galaxy S23,Samsung Electronics Distribution,64,Red,579.83,392.93,2,0.15,985.71,785.86,199.85,0.203,34,None,Credit Card,Extended 24M,4.4,0,EMP_105
200133,23-05-25,UK,London,STORE_9,Store,OnePlus,OnePlus 10,OnePlus Distribution,64,Blue,489.13,358.48,1,0.1,440.22,358.48,81.74,0.186,55,Black Friday,Apple Pay,Extended 24M,5,0,EMP_143
200134,30-03-25,Ukraine,Kyiv,STORE_9,Store,OnePlus,OnePlus 11,OnePlus Distribution,128,Green,905.81,651.56,2,0.1,1630.46,1303.12,327.34,0.201,29,Holiday Sale,Google Pay,Extended 24M,3.7,0,EMP_131
200135,04-01-25,Germany,Munich,STORE_9,Online,Apple,iPhone 14,Apple Distribution Ltd,512,Black,481.27,294.59,2,0.1,866.29,589.18,277.11,0.32,66,Holiday Sale,PayPal,Extended 24M,3.9,0,EMP_117
200136,07-01-25,Germany,Berlin,STORE_6,Online,Samsung,Galaxy S22,Samsung Electronics Distribution,512,Silver,909.32,528.28,4,0.1,3273.55,2113.12,1160.43,0.354,31,Holiday Sale,Credit Card,Standard 12M,3.8,0,EMP_135
200137,12-10-25,USA,Los Angeles,STORE_2,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,256,Green,1166.6,679.27,4,0.1,4199.76,2717.08,1482.68,0.353,77,None,Apple Pay,Extended 24M,4.1,0,EMP_110
200138,25-11-25,Ukraine,Lviv,STORE_5,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,64,White,739.99,471.26,2,0.15,1257.98,942.52,315.46,0.251,46,Holiday Sale,Credit Card,Standard 12M,3.6,0,EMP_103
200139,13-07-25,UK,Manchester,STORE_3,Online,Apple,iPhone 15 Pro,Apple Distribution Ltd,256,Silver,1165.82,763.71,2,0,2331.64,1527.42,804.22,0.345,44,Black Friday,Cash,Extended 24M,4.6,0,EMP_117
200140,21-03-25,Germany,Berlin,STORE_5,Store,OnePlus,OnePlus 11,OnePlus Distribution,64,Black,396.51,281.74,4,0,1586.04,1126.96,459.08,0.289,32,Holiday Sale,Cash,Standard 12M,4.3,1,EMP_117
200141,06-02-25,USA,New York,STORE_1,Online,Google,Pixel 8,Google Devices Supply,512,Green,471.73,327.66,1,0,471.73,327.66,144.07,0.305,70,Black Friday,Credit Card,Extended 24M,4.2,0,EMP_101
200142,07-08-25,Poland,Krakow,STORE_9,Store,Samsung,Galaxy S22,Samsung Electronics Distribution,64,Green,1023.75,701.32,2,0.1,1842.75,1402.64,440.11,0.239,15,Back to School,Google Pay,Standard 12M,4.4,1,EMP_107
200143,13-12-25,Germany,Munich,STORE_8,Store,Xiaomi,Xiaomi 13,Xiaomi Global Supply,256,Green,890.85,514.35,3,0.15,2271.67,1543.05,728.62,0.321,8,Holiday Sale,Google Pay,Extended 24M,4.8,0,EMP_153
200144,28-11-25,UK,Manchester,STORE_2,Store,Xiaomi,Xiaomi 13,Xiaomi Global Supply,512,Blue,402.83,236.1,2,0.15,684.81,472.2,212.61,0.31,19,Black Friday,Apple Pay,Standard 12M,3.9,0,EMP_170
200145,16-11-25,Ukraine,Kyiv,STORE_9,Store,Google,Pixel 7,Google Devices Supply,64,Green,911.54,647.25,2,0.15,1549.62,1294.5,255.12,0.165,75,Back to School,Apple Pay,Standard 12M,4.3,0,EMP_124
200146,23-08-25,USA,New York,STORE_5,Store,OnePlus,OnePlus 11,OnePlus Distribution,256,Red,351.8,210.16,3,0,1055.4,630.48,424.92,0.403,6,Holiday Sale,Apple Pay,Standard 12M,4.6,0,EMP_125
200147,07-09-25,Germany,Berlin,STORE_1,Online,OnePlus,OnePlus 10,OnePlus Distribution,256,White,1057.33,751.57,1,0.05,1004.46,751.57,252.89,0.252,20,None,PayPal,Extended 24M,3.9,0,EMP_114
200148,12-05-25,Germany,Munich,STORE_3,Store,Apple,iPhone 14,Apple Distribution Ltd,128,White,702.09,503.84,4,0,2808.36,2015.36,793,0.282,7,Black Friday,Apple Pay,Standard 12M,4.3,0,EMP_132
200149,31-08-25,Poland,Warsaw,STORE_3,Online,OnePlus,OnePlus 11,OnePlus Distribution,64,Blue,1195.04,773.71,4,0,4780.16,3094.84,1685.32,0.353,9,Back to School,Cash,Standard 12M,3.7,1,EMP_146
200150,30-06-25,UK,Manchester,STORE_6,Store,Xiaomi,Xiaomi 13,Xiaomi Global Supply,128,Red,862.16,510.64,3,0.1,2327.83,1531.92,795.91,0.342,47,Black Friday,Google Pay,Extended 24M,4.4,1,EMP_142
200151,01-07-25,UK,Manchester,STORE_10,Store,Samsung,Galaxy S21,Samsung Electronics Distribution,64,White,431.25,295.06,3,0.1,1164.38,885.18,279.2,0.24,39,None,Google Pay,Standard 12M,3.7,0,EMP_125
200152,28-06-25,Germany,Munich,STORE_9,Online,Google,Pixel 7,Google Devices Supply,128,Silver,913.2,557.78,3,0.05,2602.62,1673.34,929.28,0.357,70,Black Friday,Credit Card,Extended 24M,4.8,0,EMP_141
200153,27-03-25,UK,London,STORE_10,Store,Google,Pixel 8,Google Devices Supply,256,Silver,422.06,232.74,4,0.1,1519.42,930.96,588.46,0.387,62,Holiday Sale,PayPal,Extended 24M,4.2,0,EMP_132
200154,05-09-25,USA,New York,STORE_6,Store,OnePlus,OnePlus 11,OnePlus Distribution,64,Red,460.87,306.98,4,0.05,1751.31,1227.92,523.39,0.299,59,Black Friday,PayPal,Standard 12M,4.6,0,EMP_121
200155,07-03-25,USA,New York,STORE_10,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,64,Green,703.13,512.28,3,0.15,1792.98,1536.84,256.14,0.143,17,None,Credit Card,Extended 24M,3.9,0,EMP_117
200156,30-03-25,Germany,Berlin,STORE_1,Online,Apple,iPhone 14,Apple Distribution Ltd,256,Black,491,302.14,1,0.1,441.9,302.14,139.76,0.316,56,None,Credit Card,Extended 24M,4.5,0,EMP_163
200157,21-03-25,Germany,Munich,STORE_2,Store,OnePlus,OnePlus 11,OnePlus Distribution,64,Black,1132.76,750.82,3,0,3398.28,2252.46,1145.82,0.337,58,Holiday Sale,Cash,Standard 12M,4.5,0,EMP_167
200158,30-12-25,Germany,Munich,STORE_8,Store,Apple,iPhone 15,Apple Distribution Ltd,256,Red,912.14,659.64,2,0.15,1550.64,1319.28,231.36,0.149,78,Black Friday,Google Pay,Extended 24M,4.1,0,EMP_135
200159,15-01-25,Ukraine,Lviv,STORE_10,Store,Xiaomi,Xiaomi 13,Xiaomi Global Supply,128,Blue,308.14,198.8,3,0,924.42,596.4,328.02,0.355,34,None,Credit Card,Standard 12M,4.2,0,EMP_123
200160,19-04-25,Germany,Berlin,STORE_6,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,128,White,1070.12,755.31,1,0.05,1016.61,755.31,261.3,0.257,36,Back to School,Cash,Extended 24M,4.2,1,EMP_103
200161,16-01-25,USA,Los Angeles,STORE_5,Store,Apple,iPhone 13,Apple Distribution Ltd,512,White,1077.65,605.64,4,0.1,3879.54,2422.56,1456.98,0.376,53,Black Friday,Apple Pay,Standard 12M,4.9,0,EMP_129
200162,02-06-25,Germany,Munich,STORE_5,Store,Xiaomi,Redmi Note 12,Xiaomi Global Supply,256,Blue,1091.48,709.16,2,0.1,1964.66,1418.32,546.34,0.278,39,Black Friday,Credit Card,Extended 24M,4.9,0,EMP_131
200163,01-06-25,Ukraine,Lviv,STORE_1,Store,Samsung,Galaxy S23,Samsung Electronics Distribution,128,Red,346.92,245.08,3,0,1040.76,735.24,305.52,0.294,61,Holiday Sale,Credit Card,Standard 12M,3.9,0,EMP_138
200164,17-11-25,USA,New York,STORE_1,Store,Samsung,Galaxy S23,Samsung Electronics Distribution,512,White,657.46,416.07,4,0.05,2498.35,1664.28,834.07,0.334,9,Holiday Sale,Google Pay,Standard 12M,4.4,0,EMP_155
200165,16-12-25,USA,Chicago,STORE_9,Store,Apple,iPhone 13,Apple Distribution Ltd,64,Black,408.42,264.44,2,0.15,694.31,528.88,165.43,0.238,59,None,Google Pay,Extended 24M,3.6,0,EMP_163
200166,27-07-25,UK,London,STORE_9,Online,Apple,iPhone 15,Apple Distribution Ltd,64,Blue,933.22,516.11,3,0,2799.66,1548.33,1251.33,0.447,10,Black Friday,Credit Card,Extended 24M,3.9,0,EMP_105
200167,17-07-25,Ukraine,Lviv,STORE_7,Online,Google,Pixel 8,Google Devices Supply,512,White,945.98,595.83,3,0.15,2412.25,1787.49,624.76,0.259,58,Holiday Sale,Credit Card,Standard 12M,4.1,0,EMP_164
200168,16-12-25,Ukraine,Lviv,STORE_8,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,128,Silver,897.08,508.97,1,0,897.08,508.97,388.11,0.433,56,Back to School,Google Pay,Standard 12M,4.6,0,EMP_160
200169,09-11-25,Ukraine,Lviv,STORE_6,Store,Google,Pixel 8,Google Devices Supply,128,White,1012.23,732.74,3,0,3036.69,2198.22,838.47,0.276,55,Holiday Sale,Google Pay,Extended 24M,5,0,EMP_133
200170,02-05-25,Ukraine,Lviv,STORE_3,Store,Google,Pixel 8,Google Devices Supply,128,Silver,359.27,252.01,3,0.15,916.14,756.03,160.11,0.175,31,Back to School,Cash,Standard 12M,4.3,0,EMP_141
200171,05-12-25,Poland,Warsaw,STORE_2,Online,Google,Pixel 8,Google Devices Supply,512,Silver,932.36,582.75,3,0.05,2657.23,1748.25,908.98,0.342,71,Back to School,PayPal,Extended 24M,4.3,1,EMP_114
200172,09-05-25,UK,London,STORE_1,Store,Google,Pixel 8,Google Devices Supply,64,White,417.47,270.42,2,0.15,709.7,540.84,168.86,0.238,52,None,Google Pay,Extended 24M,4.3,1,EMP_107
200173,06-03-25,Germany,Munich,STORE_7,Online,OnePlus,OnePlus 10,OnePlus Distribution,256,Blue,517.65,371.07,1,0.15,440,371.07,68.93,0.157,68,Black Friday,Credit Card,Extended 24M,4.8,0,EMP_148
200174,30-12-25,Germany,Munich,STORE_10,Online,Xiaomi,Redmi Note 12,Xiaomi Global Supply,512,White,846.7,509.17,2,0.1,1524.06,1018.34,505.72,0.332,79,None,Cash,Extended 24M,3.8,0,EMP_109
200175,25-12-25,Poland,Krakow,STORE_7,Online,Apple,iPhone 15 Pro,Apple Distribution Ltd,512,Green,1142.17,775.08,1,0,1142.17,775.08,367.09,0.321,80,Back to School,Cash,Standard 12M,4.4,1,EMP_156
200176,01-03-25,UK,London,STORE_2,Store,Google,Pixel 8,Google Devices Supply,128,White,480.22,316.14,3,0.15,1224.56,948.42,276.14,0.226,47,None,Google Pay,Standard 12M,4.7,1,EMP_113
200177,27-07-25,UK,Manchester,STORE_1,Store,Google,Pixel 7,Google Devices Supply,64,White,479.85,296.12,1,0.15,407.87,296.12,111.75,0.274,58,Black Friday,PayPal,Standard 12M,4.8,0,EMP_166
200178,14-12-25,Ukraine,Lviv,STORE_1,Online,Apple,iPhone 14,Apple Distribution Ltd,256,Black,581.74,349.63,3,0.15,1483.44,1048.89,434.55,0.293,55,Black Friday,Cash,Extended 24M,4.3,1,EMP_155
200179,12-04-25,Germany,Berlin,STORE_8,Store,OnePlus,OnePlus 11,OnePlus Distribution,128,Black,486.76,331.22,4,0.1,1752.34,1324.88,427.46,0.244,79,Black Friday,Credit Card,Standard 12M,3.8,0,EMP_152
200180,30-01-25,USA,Chicago,STORE_3,Online,OnePlus,OnePlus 11,OnePlus Distribution,128,Green,562.38,389.23,4,0.1,2024.57,1556.92,467.65,0.231,61,None,Credit Card,Standard 12M,3.9,0,EMP_109
200181,15-04-25,UK,London,STORE_9,Store,OnePlus,OnePlus 11,OnePlus Distribution,128,Green,498.73,346.16,3,0,1496.19,1038.48,457.71,0.306,73,Back to School,Credit Card,Standard 12M,4.8,0,EMP_111
200182,29-04-25,UK,Manchester,STORE_10,Online,Apple,iPhone 15 Pro,Apple Distribution Ltd,512,White,682.12,493.61,2,0,1364.24,987.22,377.02,0.276,25,Holiday Sale,PayPal,Extended 24M,4.8,0,EMP_141
200183,25-08-25,UK,London,STORE_3,Store,OnePlus,OnePlus 10,OnePlus Distribution,512,Black,594.85,345.72,3,0,1784.55,1037.16,747.39,0.419,74,Back to School,PayPal,Extended 24M,4.6,0,EMP_114
200184,17-02-25,USA,Los Angeles,STORE_4,Online,Apple,iPhone 15,Apple Distribution Ltd,128,White,1145.49,750.6,3,0.1,3092.82,2251.8,841.02,0.272,49,Black Friday,PayPal,Standard 12M,3.6,1,EMP_125
200185,26-01-25,Germany,Berlin,STORE_3,Online,Samsung,Galaxy A54,Samsung Electronics Distribution,256,Black,822.1,468.71,1,0.05,781,468.71,312.29,0.4,29,Black Friday,Apple Pay,Extended 24M,4.9,0,EMP_131
200186,31-10-25,Germany,Berlin,STORE_7,Online,Xiaomi,Xiaomi 13,Xiaomi Global Supply,64,Blue,1028.11,714.26,4,0,4112.44,2857.04,1255.4,0.305,75,None,Credit Card,Standard 12M,3.8,0,EMP_165
200187,18-06-25,Poland,Warsaw,STORE_1,Online,OnePlus,OnePlus 10,OnePlus Distribution,512,Red,1053.47,595.47,2,0.05,2001.59,1190.94,810.65,0.405,26,Black Friday,Cash,Extended 24M,4.5,0,EMP_112
200188,16-09-25,USA,New York,STORE_5,Online,Apple,iPhone 14,Apple Distribution Ltd,512,Blue,782.39,448.71,4,0,3129.56,1794.84,1334.72,0.426,25,Holiday Sale,PayPal,Extended 24M,4.4,0,EMP_126
200189,15-05-25,Ukraine,Kyiv,STORE_1,Online,Samsung,Galaxy S22,Samsung Electronics Distribution,64,Black,395.18,221.59,2,0,790.36,443.18,347.18,0.439,16,Back to School,Google Pay,Standard 12M,4.7,0,EMP_137
